year,concourse,test,gender,age,value
2024,hd,100mt_run,M,17,12.30416035441096
2024,hd,100mt_run,M,20,13.986972480785582
2024,hd,100mt_run,M,19,13.030597659797277
2024,hd,100mt_run,M,21,13.512494118727687
2024,hd,100mt_run,M,17,13.98074665890591
2024,hd,100mt_run,M,20,13.946531176029945
2024,hd,100mt_run,M,21,14.165385108972787
2024,hd,100mt_run,M,18,13.401514515490577
2024,hd,100mt_run,M,20,13.076701687955847
2024,hd,100mt_run,M,18,13.4202817890936
2024,hd,100mt_run,M,20,11.81266556604197
2024,hd,100mt_run,M,20,12.052887527576912
2024,hd,100mt_run,M,21,12.177300387645598
2024,hd,100mt_run,M,20,12.502753172398519
2024,hd,100mt_run,M,18,13.899774226723437
2024,hd,100mt_run,M,20,12.594520944639939
2024,hd,100mt_run,M,20,13.12183744596061
2024,hd,100mt_run,M,21,14.799228297786065
2024,hd,100mt_run,M,19,13.143736028938575
2024,hd,100mt_run,M,22,14.237515568467087
2024,hd,100mt_run,M,20,12.566382319990122
2024,hd,100mt_run,M,20,13.29456244213237
2024,hd,100mt_run,M,21,12.549977945089418
2024,hd,100mt_run,M,19,15.991450386149156
2024,hd,100mt_run,M,19,17.760462206186094
2024,hd,100mt_run,M,20,13.909019365211478
2024,hd,100mt_run,M,19,17.151635465318787
2024,hd,100mt_run,M,20,16.85660340349842
2024,hd,100mt_run,M,19,15.608775066454808
2024,hd,100mt_run,M,19,14.330913218417319
2024,hd,100mt_run,M,21,16.608194261570805
2024,hd,100mt_run,M,22,15.705760936404296
2024,hd,100mt_run,M,17,16.849014317032054
2024,hd,100mt_run,M,22,16.532778218285163
2024,hd,100mt_run,M,21,18.902668336981375
2024,hd,100mt_run,M,21,16.140966558790463
2024,hd,100mt_run,M,20,14.964753761067202
2024,hd,100mt_run,M,18,16.768913452434475
2024,hd,100mt_run,M,19,16.829995025957647
2024,hd,100mt_run,M,18,18.538781362860654
2024,hd,100mt_run,M,17,17.752666868871867
2024,hd,100mt_run,M,19,17.035306588724264
2024,hd,100mt_run,M,20,18.694954336829344
2024,hd,100mt_run,M,19,14.716855418515724
2024,hd,100mt_run,M,20,15.540372700875379
2024,hd,100mt_run,M,17,15.110136087891712
2024,hd,100mt_run,M,21,15.915285295266347
2024,hd,100mt_run,M,19,14.434970778665537
2024,hd,100mt_run,M,20,17.452726420221605
2024,hd,100mt_run,M,21,16.16666595435184
2024,hd,100mt_run,F,19,10.09141512392633
2024,hd,100mt_run,F,23,9.68800476812785
2024,hd,100mt_run,F,21,10.225135358741937
2024,hd,100mt_run,F,21,10.282169414917364
2024,hd,100mt_run,F,20,9.41468944340385
2024,hd,100mt_run,F,18,9.609346147941304
2024,hd,100mt_run,F,20,10.038352120950186
2024,hd,100mt_run,F,18,11.34187870382821
2024,hd,100mt_run,F,20,11.491599421247855
2024,hd,100mt_run,F,20,11.07347803621321
2024,hd,100mt_run,F,21,11.939698987431415
2024,hd,100mt_run,F,20,11.888895967714474
2024,hd,100mt_run,F,20,11.533015348780609
2024,hd,100mt_run,F,22,12.063620603484017
2024,hd,100mt_run,F,19,11.733754671126023
2024,hd,100mt_run,F,19,11.07035376855838
2024,hd,100mt_run,F,19,11.68437539204125
2024,hd,100mt_run,F,22,11.0205586995855
2024,hd,100mt_run,F,20,11.939225150653636
2024,hd,100mt_run,F,19,11.475037044506873
2024,hd,100mt_run,F,17,11.40756881822737
2024,hd,100mt_run,F,18,11.15953522779803
2024,hd,100mt_run,F,20,12.111270669337015
2024,hd,100mt_run,F,20,11.422735258965599
2024,hd,100mt_run,F,22,11.285836088918446
2024,hd,100mt_run,F,18,11.323933224755885
2024,hd,100mt_run,F,20,11.766154592776674
2024,hd,100mt_run,F,21,11.682722032182038
2024,hd,100mt_run,F,16,13.912732611595988
2024,hd,100mt_run,F,23,13.930821003007882
2024,hd,100mt_run,F,18,15.641647600870462
2024,hd,100mt_run,F,18,13.093584983615385
2024,hd,100mt_run,F,21,12.987757270928462
2024,hd,100mt_run,F,20,12.686227271752122
2024,hd,100mt_run,F,21,14.115979422575496
2024,hd,100mt_run,F,20,14.628972292720892
2024,hd,100mt_run,F,20,13.386052542345125
2024,hd,100mt_run,F,19,12.659843523037472
2024,hd,100mt_run,F,18,12.67551878430876
2024,hd,100mt_run,F,20,14.150592787824701
2024,hd,100mt_run,F,17,14.243254171203443
2024,hd,100mt_run,F,19,14.043154268305194
2024,hd,100mt_run,F,21,12.834490292711306
2024,hd,100mt_run,F,18,13.73216132306672
2024,hd,100mt_run,F,21,13.616685809140728
2024,hd,100mt_run,F,21,13.718688596729013
2024,hd,100mt_run,F,20,14.37142877794819
2024,hd,100mt_run,F,19,13.723595548774682
2024,hd,100mt_run,F,20,14.178913563071895
2024,hd,100mt_run,F,20,13.567579069488891
2024,hd,100mt_run,F,19,13.789119398689984
2024,hd,100mt_run,F,23,14.13128822583854
2024,hd,100mt_run,F,22,12.042844180144334
2024,hd,100mt_run,F,21,13.180328783642699
2024,hd,100mt_run,F,22,13.029627345707205
2024,hd,100mt_run,F,21,12.861122151756659
2024,hd,100mt_run,F,17,13.224857748773315
2024,hd,100mt_run,F,23,14.994941311234395
2024,hd,100mt_run,F,17,12.634168884306757
2024,hd,100mt_run,F,20,14.468278354591481
2024,hd,100mt_run,F,18,11.817130228384196
2024,hd,100mt_run,F,20,13.165114970014224
2024,hd,100mt_run,F,20,13.662753065105006
2024,hd,100mt_run,F,20,14.086222331359279
2024,hd,100mt_run,F,15,14.211226579792855
2024,hd,100mt_run,F,21,14.293347235199926
2024,hd,100mt_run,F,20,13.151274927751562
2024,hd,100mt_run,F,16,13.037648207335433
2024,hd,100mt_run,F,22,14.357975881257154
2024,hd,100mt_run,F,19,13.308695675118384
2024,hd,100mt_run,F,18,12.224313676662078
2024,hd,100mt_run,F,20,12.36671278599652
2024,hd,100mt_run,F,19,12.580547713998389
2024,hd,100mt_run,F,20,13.997160744053764
2024,hd,100mt_run,F,19,13.642425736070566
2024,hd,100mt_run,F,18,14.190485354067768
2024,hd,100mt_run,F,18,13.072747353663466
2024,hd,100mt_run,F,21,13.658539691076713
2024,hd,100mt_run,F,20,14.125590393967336
2024,hd,100mt_run,F,18,13.190653460279762
2024,hd,100mt_run,F,19,13.956775237557412
2024,hd,100mt_run,F,18,12.83807405893335
2024,hd,100mt_run,F,23,13.136946153434929
2024,hd,100mt_run,F,20,13.118262106001671
2024,hd,100mt_run,F,20,12.30416035441096
2024,hd,100mt_run,F,22,13.986972480785582
2024,hd,100mt_run,F,19,13.030597659797277
2024,hd,100mt_run,F,18,13.512494118727687
2024,hd,100mt_run,F,19,13.98074665890591
2024,hd,100mt_run,F,20,13.946531176029945
2024,hd,100mt_run,F,19,14.165385108972787
2024,hd,100mt_run,F,19,13.401514515490577
2024,hd,100mt_run,F,20,13.076701687955847
2024,hd,100mt_run,F,19,13.4202817890936
2024,hd,100mt_run,F,18,11.81266556604197
2024,hd,100mt_run,F,21,12.052887527576912
2024,hd,100mt_run,F,19,12.177300387645598
2024,hd,100mt_run,F,19,12.502753172398519
2024,hd,100mt_run,F,20,13.899774226723437
2024,hd,100mt_run,F,20,12.594520944639939
2024,hd,100mt_run,F,18,13.12183744596061
2024,hd,100mt_run,F,18,14.799228297786065
2024,hd,100mt_run,F,17,13.143736028938575
2024,hd,100mt_run,F,18,14.237515568467087
2024,hd,100mt_run,F,20,12.566382319990122
2024,hd,100mt_run,F,19,13.29456244213237
2024,hd,100mt_run,F,18,12.549977945089418
2024,hd,100mt_run,F,17,13.160966924099437
2024,hd,100mt_run,F,21,14.340308137457395
2024,hd,100mt_run,F,19,11.77267957680765
2024,hd,100mt_run,F,20,13.934423643545857
2024,hd,100mt_run,F,19,13.737735602332277
2024,hd,100mt_run,F,18,15.608775066454808
2024,hd,100mt_run,F,20,14.330913218417319
2024,hd,100mt_run,F,20,16.608194261570805
2024,hd,100mt_run,F,21,15.705760936404296
2024,hd,100mt_run,F,20,16.849014317032054
2024,hd,100mt_run,F,18,16.532778218285163
2024,hd,100mt_run,F,19,18.902668336981375
2024,hd,100mt_run,F,19,16.140966558790463
2024,hd,100mt_run,F,19,14.964753761067202
2024,hd,100mt_run,F,18,16.768913452434475
2024,hd,100mt_run,F,17,16.829995025957647
2024,hd,100mt_run,F,19,18.538781362860654
2024,hd,100mt_run,F,20,17.752666868871867
2024,hd,100mt_run,F,18,17.035306588724264
2024,hd,100mt_run,F,22,18.694954336829344
2024,hd,100mt_run,F,20,14.716855418515724
2024,hd,100mt_run,F,19,15.540372700875379
2024,hd,100mt_run,F,23,15.110136087891712
2024,hd,100mt_run,F,17,15.915285295266347
2024,hd,100mt_run,F,18,14.434970778665537
2024,hd,100mt_run,F,18,17.452726420221605
2024,hd,100mt_run,F,21,16.16666595435184
2024,hd,100mt_run,F,18,14.293790558246013
2024,hd,100mt_run,F,21,14.976631378188687
2024,hd,100mt_run,F,20,16.970270771175294
2024,hd,100mt_run,F,19,17.75718985184157
2024,hd,100mt_run,F,20,19.49509633753768
2024,hd,100mt_run,F,18,20.870793699010996
2024,hd,1000mt_run,M,18,153.6566049570532
2024,hd,1000mt_run,M,18,137.52019072511405
2024,hd,1000mt_run,M,20,159.0054143496775
2024,hd,1000mt_run,M,19,161.28677659669458
2024,hd,1000mt_run,M,22,126.58757773615396
2024,hd,1000mt_run,M,22,168.56076887647828
2024,hd,1000mt_run,M,17,194.30112725701113
2024,hd,1000mt_run,M,20,186.30763333781553
2024,hd,1000mt_run,M,19,191.69757916492281
2024,hd,1000mt_run,M,23,176.64520930367556
2024,hd,1000mt_run,M,19,207.82916354753092
2024,hd,1000mt_run,M,19,206.00025483772106
2024,hd,1000mt_run,M,19,193.18855255610188
2024,hd,1000mt_run,M,19,212.29034172542458
2024,hd,1000mt_run,M,18,200.4151681605368
2024,hd,1000mt_run,M,20,176.5327356681017
2024,hd,1000mt_run,M,19,198.63751411348497
2024,hd,1000mt_run,M,18,174.74011318507803
2024,hd,1000mt_run,M,22,207.8121054235309
2024,hd,1000mt_run,M,20,191.10133360224745
2024,hd,1000mt_run,M,18,188.6724774561853
2024,hd,1000mt_run,M,17,237.3153818686108
2024,hd,1000mt_run,M,19,328.6819842563535
2024,hd,1000mt_run,M,18,262.5825848606975
2024,hd,1000mt_run,M,18,249.44026453617084
2024,hd,1000mt_run,M,21,253.09758957656499
2024,hd,1000mt_run,M,19,295.5508409065607
2024,hd,1000mt_run,M,19,287.54131508947575
2024,hd,1000mt_run,M,20,289.81116535660743
2024,hd,1000mt_run,M,19,290.6794081443784
2024,hd,1000mt_run,M,20,372.79908484178213
2024,hd,1000mt_run,M,22,250.49207921353846
2024,hd,1000mt_run,M,19,245.4123490045662
2024,hd,1000mt_run,M,19,230.93890904410188
2024,hd,1000mt_run,M,18,299.5670122836238
2024,hd,1000mt_run,M,20,324.1906700506028
2024,hd,1000mt_run,M,19,264.530522032566
2024,hd,1000mt_run,M,20,229.67248910579866
2024,hd,1000mt_run,M,17,230.4249016468205
2024,hd,1000mt_run,M,19,301.2284538155857
2024,hd,1000mt_run,M,20,305.67620021776526
2024,hd,1000mt_run,M,20,296.07140487864933
2024,hd,1000mt_run,M,20,238.05553405014268
2024,hd,1000mt_run,M,19,281.14374350720254
2024,hd,1000mt_run,M,21,275.600918838755
2024,hd,1000mt_run,M,19,280.4970526429926
2024,hd,1000mt_run,M,16,311.8285813415131
2024,hd,1000mt_run,M,18,280.73258634118474
2024,hd,1000mt_run,M,19,302.58785102745094
2024,hd,1000mt_run,M,20,273.2437953354668
2024,hd,1000mt_run,M,17,283.8777311371192
2024,hd,1000mt_run,M,18,300.30183484024997
2024,hd,1000mt_run,M,20,200.05652064692802
2024,hd,1000mt_run,M,20,254.65578161484953
2024,hd,1000mt_run,M,20,247.42211259394583
2024,hd,1000mt_run,M,21,239.3338632843196
2024,hd,1000mt_run,M,20,256.79317194111917
2024,hd,1000mt_run,M,18,341.757182939251
2024,hd,1000mt_run,M,21,228.44010644672431
2024,hd,1000mt_run,M,21,316.4773610203911
2024,hd,1000mt_run,M,22,189.22225096244136
2024,hd,1000mt_run,M,20,253.9255185606828
2024,hd,1000mt_run,M,20,277.81214712504027
2024,hd,1000mt_run,M,20,298.13867190524536
2024,hd,1000mt_run,M,20,304.13887583005703
2024,hd,1000mt_run,M,17,308.0806672895964
2024,hd,1000mt_run,M,19,253.261196532075
2024,hd,1000mt_run,M,19,247.80711395210076
2024,hd,1000mt_run,M,20,311.1828423003434
2024,hd,1000mt_run,M,20,260.8173924056825
2024,hd,1000mt_run,M,19,208.76705647977974
2024,hd,1000mt_run,M,19,215.60221372783292
2024,hd,1000mt_run,M,18,225.86629027192265
2024,hd,1000mt_run,M,20,293.8637157145807
2024,hd,1000mt_run,M,19,276.8364353313871
2024,hd,1000mt_run,M,19,303.14329699525285
2024,hd,1000mt_run,M,21,249.49187297584635
2024,hd,1000mt_run,M,21,277.60990517168227
2024,hd,1000mt_run,M,19,300.0283389104322
2024,hd,1000mt_run,M,22,255.15136609342855
2024,hd,1000mt_run,M,21,291.92521140275574
2024,hd,1000mt_run,M,20,238.22755482880075
2024,hd,1000mt_run,M,18,252.57341536487655
2024,hd,1000mt_run,M,18,251.6765810880802
2024,hd,1000mt_run,M,21,212.5996970117261
2024,hd,1000mt_run,M,17,293.3746790777079
2024,hd,1000mt_run,M,22,247.46868767026925
2024,hd,1000mt_run,M,21,270.599717698929
2024,hd,1000mt_run,M,19,418.84479953435454
2024,hd,1000mt_run,M,22,416.79187056179666
2024,hd,1000mt_run,M,20,429.92310653836716
2024,hd,1000mt_run,M,18,384.0908709294346
2024,hd,1000mt_run,M,18,364.60210127735076
2024,hd,1000mt_run,M,18,385.21690734561605
2024,hd,1000mt_run,M,18,288.75993396251823
2024,hd,1000mt_run,M,22,303.1732516546148
2024,hd,1000mt_run,M,20,310.63802325873587
2024,hd,1000mt_run,M,19,330.1651903439111
2024,hd,1000mt_run,M,21,413.9864536034062
2024,hd,1000mt_run,M,20,335.67125667839633
2024,hd,1000mt_run,M,18,367.3102467576366
2024,hd,1000mt_run,M,18,467.9536978671639
2024,hd,1000mt_run,M,16,368.6241617363144
2024,hd,1000mt_run,M,21,434.2509341080252
2024,hd,1000mt_run,M,19,333.9829391994074
2024,hd,1000mt_run,M,21,377.67374652794217
2024,hd,1000mt_run,M,19,332.99867670536514
2024,hd,1000mt_run,M,17,369.65801544596627
2024,hd,1000mt_run,M,18,440.41848824744375
2024,hd,1000mt_run,M,22,286.36077460845905
2024,hd,1000mt_run,F,18,153.6566049570532
2024,hd,1000mt_run,F,20,137.52019072511405
2024,hd,1000mt_run,F,16,159.0054143496775
2024,hd,1000mt_run,F,18,161.28677659669458
2024,hd,1000mt_run,F,21,126.58757773615396
2024,hd,1000mt_run,F,17,134.37384591765218
2024,hd,1000mt_run,F,21,194.30112725701113
2024,hd,1000mt_run,F,19,186.30763333781553
2024,hd,1000mt_run,F,19,191.69757916492281
2024,hd,1000mt_run,F,22,176.64520930367556
2024,hd,1000mt_run,F,19,207.82916354753092
2024,hd,1000mt_run,F,21,206.00025483772106
2024,hd,1000mt_run,F,19,193.18855255610188
2024,hd,1000mt_run,F,20,212.29034172542458
2024,hd,1000mt_run,F,21,200.4151681605368
2024,hd,1000mt_run,F,21,176.5327356681017
2024,hd,1000mt_run,F,19,198.63751411348497
2024,hd,1000mt_run,F,16,174.74011318507803
2024,hd,1000mt_run,F,22,207.8121054235309
2024,hd,1000mt_run,F,19,191.10133360224745
2024,hd,1000mt_run,F,22,188.6724774561853
2024,hd,1000mt_run,F,18,179.74326820072906
2024,hd,1000mt_run,F,19,214.00574409613253
2024,hd,1000mt_run,F,20,189.21846932276156
2024,hd,1000mt_run,F,20,249.44026453617084
2024,hd,1000mt_run,F,23,253.09758957656499
2024,hd,1000mt_run,F,17,295.5508409065607
2024,hd,1000mt_run,F,19,287.54131508947575
2024,hd,1000mt_run,F,20,289.81116535660743
2024,hd,1000mt_run,F,20,290.6794081443784
2024,hd,1000mt_run,F,20,372.79908484178213
2024,hd,1000mt_run,F,20,250.49207921353846
2024,hd,1000mt_run,F,21,245.4123490045662
2024,hd,1000mt_run,F,19,230.93890904410188
2024,hd,1000mt_run,F,19,299.5670122836238
2024,hd,1000mt_run,F,19,324.1906700506028
2024,hd,1000mt_run,F,21,264.530522032566
2024,hd,1000mt_run,F,17,229.67248910579866
2024,hd,1000mt_run,F,22,230.4249016468205
2024,hd,1000mt_run,F,19,301.2284538155857
2024,hd,1000mt_run,F,19,305.67620021776526
2024,hd,1000mt_run,F,19,296.07140487864933
2024,hd,1000mt_run,F,18,238.05553405014268
2024,hd,1000mt_run,F,18,281.14374350720254
2024,hd,1000mt_run,F,19,275.600918838755
2024,hd,1000mt_run,F,20,280.4970526429926
2024,hd,1000mt_run,F,21,311.8285813415131
2024,hd,1000mt_run,F,19,280.73258634118474
2024,hd,1000mt_run,F,19,302.58785102745094
2024,hd,1000mt_run,F,20,273.2437953354668
2024,hd,1000mt_run,F,17,283.8777311371192
2024,hd,1000mt_run,F,19,300.30183484024997
2024,hd,1000mt_run,F,21,200.05652064692802
2024,hd,1000mt_run,F,22,254.65578161484953
2024,hd,1000mt_run,F,19,247.42211259394583
2024,hd,1000mt_run,F,17,239.3338632843196
2024,hd,1000mt_run,F,19,256.79317194111917
2024,hd,1000mt_run,F,21,341.757182939251
2024,hd,1000mt_run,F,23,228.44010644672431
2024,hd,1000mt_run,F,19,316.4773610203911
2024,hd,1000mt_run,F,17,189.22225096244136
2024,hd,1000mt_run,F,20,253.9255185606828
2024,hd,1000mt_run,F,21,277.81214712504027
2024,hd,1000mt_run,F,21,298.13867190524536
2024,hd,1000mt_run,F,20,304.13887583005703
2024,hd,1000mt_run,F,23,308.0806672895964
2024,hd,1000mt_run,F,20,253.261196532075
2024,hd,1000mt_run,F,24,247.80711395210076
2024,hd,1000mt_run,F,18,311.1828423003434
2024,hd,1000mt_run,F,22,260.8173924056825
2024,hd,1000mt_run,F,21,208.76705647977974
2024,hd,1000mt_run,F,21,215.60221372783292
2024,hd,1000mt_run,F,18,225.86629027192265
2024,hd,1000mt_run,F,19,293.8637157145807
2024,hd,1000mt_run,F,18,276.8364353313871
2024,hd,1000mt_run,F,20,303.14329699525285
2024,hd,1000mt_run,F,20,249.49187297584635
2024,hd,1000mt_run,F,20,277.60990517168227
2024,hd,1000mt_run,F,18,300.0283389104322
2024,hd,1000mt_run,F,18,255.15136609342855
2024,hd,1000mt_run,F,16,291.92521140275574
2024,hd,1000mt_run,F,20,238.22755482880075
2024,hd,1000mt_run,F,18,252.57341536487655
2024,hd,1000mt_run,F,21,251.6765810880802
2024,hd,1000mt_run,F,19,212.5996970117261
2024,hd,1000mt_run,F,20,293.3746790777079
2024,hd,1000mt_run,F,19,247.46868767026925
2024,hd,1000mt_run,F,19,270.599717698929
2024,hd,1000mt_run,F,19,293.0758396274836
2024,hd,1000mt_run,F,18,291.4334964494373
2024,hd,1000mt_run,F,21,301.93848523069374
2024,hd,1000mt_run,F,18,265.27269674354767
2024,hd,1000mt_run,F,21,249.68168102188062
2024,hd,1000mt_run,F,16,266.1735258764928
2024,hd,1000mt_run,F,19,189.00794717001457
2024,hd,1000mt_run,F,21,200.5386013236918
2024,hd,1000mt_run,F,21,206.51041860698868
2024,hd,1000mt_run,F,17,222.13215227512887
2024,hd,1000mt_run,F,20,289.18916288272493
2024,hd,1000mt_run,F,20,335.67125667839633
2024,hd,1000mt_run,F,20,367.3102467576366
2024,hd,1000mt_run,F,19,467.9536978671639
2024,hd,1000mt_run,F,18,368.6241617363144
2024,hd,1000mt_run,F,20,434.2509341080252
2024,hd,1000mt_run,F,20,333.9829391994074
2024,hd,1000mt_run,F,21,377.67374652794217
2024,hd,1000mt_run,F,19,332.99867670536514
2024,hd,1000mt_run,F,18,369.65801544596627
2024,hd,1000mt_run,F,21,440.41848824744375
2024,hd,1000mt_run,F,17,286.36077460845905
2024,hd,1000mt_run,F,18,416.06541861275144
2024,hd,1000mt_run,F,18,404.2641361399367
2024,hd,1000mt_run,F,19,354.35100265819233
2024,hd,1000mt_run,F,20,303.2365287366927
2024,hd,1000mt_run,F,22,394.3277704628322
2024,hd,1000mt_run,F,20,358.23043745617184
2024,hd,1000mt_run,F,21,403.96057268128226
2024,hd,1000mt_run,F,19,391.3111287314066
2024,hd,1000mt_run,F,18,486.1067334792549
2024,hd,1000mt_run,F,19,375.63866235161856
2024,hd,1000mt_run,F,19,328.5901504426881
2024,hd,1000mt_run,F,23,400.75653809737895
2024,hd,1000mt_run,F,22,403.1998010383059
2024,hd,1000mt_run,F,21,471.5512545144262
2024,hd,25mt_swim,M,18,11.743773663803545
2024,hd,25mt_swim,M,19,10.668012715007604
2024,hd,25mt_swim,M,19,12.100360956645165
2024,hd,25mt_swim,M,18,12.252451773112972
2024,hd,25mt_swim,M,20,9.939171849076931
2024,hd,25mt_swim,M,22,10.458256394510146
2024,hd,25mt_swim,M,23,14.127840403167285
2024,hd,25mt_swim,M,19,13.683757407656417
2024,hd,25mt_swim,M,20,13.98319884249571
2024,hd,25mt_swim,M,20,13.14695607242642
2024,hd,25mt_swim,M,19,14.879397974862828
2024,hd,25mt_swim,M,22,14.777791935428949
2024,hd,25mt_swim,M,20,14.066030697561215
2024,hd,25mt_swim,M,20,15.127241206968034
2024,hd,25mt_swim,M,20,14.467509342252045
2024,hd,25mt_swim,M,19,13.140707537116763
2024,hd,25mt_swim,M,19,14.368750784082499
2024,hd,25mt_swim,M,21,13.041117399171002
2024,hd,25mt_swim,M,21,14.878450301307273
2024,hd,25mt_swim,M,20,13.950074089013746
2024,hd,25mt_swim,M,17,13.81513763645474
2024,hd,25mt_swim,M,23,13.319070455596059
2024,hd,25mt_swim,M,20,15.22254133867403
2024,hd,25mt_swim,M,21,13.845470517931197
2024,hd,25mt_swim,M,18,13.571672177836893
2024,hd,25mt_swim,M,21,17.619666123779425
2024,hd,25mt_swim,M,21,19.830772963883373
2024,hd,25mt_swim,M,20,19.413610160910196
2024,hd,25mt_swim,M,21,19.531831528989972
2024,hd,25mt_swim,M,17,19.577052507519706
2024,hd,25mt_swim,M,22,23.85411900217615
2024,hd,25mt_swim,M,19,17.483962459038462
2024,hd,25mt_swim,M,19,17.219393177321155
2024,hd,25mt_swim,M,20,16.465568179380305
2024,hd,25mt_swim,M,20,20.039948556438738
2024,hd,25mt_swim,M,20,21.32243073180223
2024,hd,25mt_swim,M,19,18.215131355862813
2024,hd,25mt_swim,M,21,16.39960880759368
2024,hd,25mt_swim,M,24,16.438796960771903
2024,hd,25mt_swim,M,21,20.126481969561752
2024,hd,25mt_swim,M,19,20.358135428008605
2024,hd,25mt_swim,M,22,19.857885670762986
2024,hd,25mt_swim,M,21,16.836225731778264
2024,hd,25mt_swim,M,19,19.0804033076668
2024,hd,25mt_swim,M,22,18.79171452285182
2024,hd,25mt_swim,M,18,19.04672149182253
2024,hd,25mt_swim,M,20,20.678571944870473
2024,hd,25mt_swim,M,22,19.058988871936705
2024,hd,25mt_swim,M,18,20.197283907679736
2024,hd,25mt_swim,M,19,18.66894767372223
2024,hd,25mt_swim,M,18,19.22279849672496
2024,hd,25mt_swim,M,22,20.07822056459635
2024,hd,25mt_swim,M,19,14.857110450360834
2024,hd,25mt_swim,M,19,17.700821959106747
2024,hd,25mt_swim,M,20,17.324068364268012
2024,hd,25mt_swim,M,21,16.902805379391644
2024,hd,25mt_swim,M,21,17.81214437193329
2024,hd,25mt_swim,M,18,22.23735327808599
2024,hd,25mt_swim,M,17,16.335422210766893
2024,hd,25mt_swim,M,21,20.9206958864787
2024,hd,25mt_swim,M,20,14.292825570960488
2024,hd,25mt_swim,M,20,17.662787425035564
